text,category,char_length,word_count
Which ATMs accept this bill of fare ?,atm_support,37,8
What do I need to do for the card activation?,activate_my_card,45,10
"Hearing about your verification results from us may take anywhere from 10 minutes to approximately one hour. If this verification has in fact, failed, double-check to make sure that your images are clear. Also make sure that your document photos have no blur or glare. They need to be readable. You must also be 18 years of age or older and be a resident of Switzerland or the European Economic Area to open an account.",unable_to_verify_identity,419,75
Can I pick a new PIN?,change_pin,21,6
The $1.00 has still not been reverted as indicated in the previous email.,extra_charge_on_statement,73,13
Why was my exchange rate a different amount than usual?,card_payment_wrong_exchange_rate,55,10
I am missing a refund amount on my account.,Refund_not_showing_up,43,9
What is the process for activating my card and using it?,activate_my_card,56,11
Do I get charged for a top up from a European bank?,top_up_by_card_charge,51,12
What is the procedure for activating this card?,activate_my_card,47,8
Waiting for the cash I deposited this morning still,balance_not_updated_after_cheque_or_cash_deposit,51,9
Where can I find the verification code for the top up card?,verify_top_up,59,12
Why was there a fee with my cash withdrawal?,cash_withdrawal_charge,44,9
I am on vacation in Spain and think someone saw my pin when Can I change it at a local ATM?,change_pin,91,21
What's the time frame normally for a UK account transfer? I just made one and it's not showing up anywhere. I want to be sure that everything is good.,balance_not_updated_after_bank_transfer,150,29
I have gone through my statements and noticed there is a large payment that I did not make. Can i still dispute the payment? its been a while,direct_debit_payment_not_recognised,141,28
I cannot view the refunded amount in my account.,Refund_not_showing_up,48,9
Why did I get declined when trying to get cash?,declined_cash_withdrawal,47,10
Is the 1 pound charge going to be reimbursed on my card?,extra_charge_on_statement,56,12
"I got this stupid fee after taking cash out, why?",cash_withdrawal_charge,49,10
How do I activate my new card I just got?,activate_my_card,41,10
How do I locate my PIN now that I have my card?,get_physical_card,47,12
I need assistance addressing a direct debit that I did not do myself.,direct_debit_payment_not_recognised,69,13
Is it possible to exchange currencies?,exchange_via_app,38,6
I really was trying to complete this exhange. I was trying to purchase some crypto but the app won't allow me to do it. Can you tell me what's going on here?,beneficiary_not_allowed,157,32
I see an extra 1 charge on my app. Why did It charge me extra?,extra_charge_on_statement,62,15
How to receive virtual card?,getting_virtual_card,28,5
I can't use my card because it is not working.,card_not_working,46,10
I don't understand why my payment was declined. I thought everything was ok.,declined_card_payment,76,13
"I'm trying to verify my identity but can't figure out how, what do I do?",verify_my_identity,72,15
How many days does a regular transaction take to complete? I see a pending payment that hasn't changed in the last several days.,pending_card_payment,128,23
There is a charge for 1 on my statement. I do not think that I bought anything that costed 1. What is going on?,extra_charge_on_statement,111,24
Do you know how I can verify that I did a top-up to my card?,verify_top_up,60,15
What's the amount that I can top-up?,top_up_limits,36,7
I live in the EU - can I get a card?,country_support,36,11
Can you tell me what the cash withdrawal is in my statement?,cash_withdrawal_not_recognised,60,12
Is there a reason my top-up has not gone through?,pending_top_up,49,10
Can another family member hold a card for this account in addition to mine?,getting_spare_card,75,14
"My PIN has been blocked, what should I do?",pin_blocked,42,9
Can I add a card to back into the app?,card_linking,38,10
Which part of the app do I order virtual cards from?,getting_virtual_card,52,11
"If I lost my phone at the hotel, can I still use the app?",lost_or_stolen_phone,57,14
Can I get my card fast tracked?,card_delivery_estimate,31,7
How do you decide what the exchange rates are?,exchange_rate,46,9
"I deposited cash this morning, but it is not yet available.",balance_not_updated_after_cheque_or_cash_deposit,59,11
What source do my fund come from?,verify_source_of_funds,33,7
"Hae, I already completed my 3D secure authentication when I tried the crypto top up but it's still not working for me. I also don't understand what happened to the money in my account",top_up_reverted,183,34
How are exchange rates determined?,exchange_rate,34,5
I tried to buy something online yesterday but it kept saying declined. Tried again today but same thing happened. What's wrong?,declined_transfer,127,21
I was attempting to top up with my card but the money has vanished!,topping_up_by_card,67,14
I don't need to transfer anymore and I want to cancel it.,cancel_transfer,57,12
I tried to get gas but my money was gone!,topping_up_by_card,41,10
How long does it take for the transfer to go through?,transfer_not_received_by_recipient,53,11
Where do I scan my card?,card_linking,24,6
What do I have to do to get the virtual card to work?,virtual_card_not_working,53,13
What are these disposable virtual cards all about?,get_disposable_virtual_card,50,8
can i transfer money i the app,transfer_into_account,30,7
How can I reset the passcode if I need to do that?,passcode_forgotten,50,12
Why did I get charged for a transfer?,transfer_fee_charged,37,8
"My top up hasn't gone through yet, why?",pending_top_up,39,8
I lost my phone! Will my card still work?,lost_or_stolen_phone,41,9
I have a fee for cash withdrawal,cash_withdrawal_charge,32,7
How do I get a PIN?,get_physical_card,19,6
Can I use as many top-ups as I want?,top_up_limits,36,9
My cheque deposit didn't seem to work.,balance_not_updated_after_cheque_or_cash_deposit,38,7
I moved and need to change my address.,edit_personal_details,38,8
What types of currencies do you accept?,supported_cards_and_currencies,39,7
Do you know when the withdrawal will show?,pending_cash_withdrawal,42,8
"always exchanging currencies, do you offer a discount?",exchange_charge,54,8
"Hello, I tried to take out some money out of the ATM, but it's still showing that it's pending? I really don't want to be charged for this.",pending_cash_withdrawal,139,28
I am having trouble activating my card.,activate_my_card,39,7
HOW LONG THE CARD VALIDITY,card_not_working,26,5
Can I use the app without my phone?,lost_or_stolen_phone,35,8
Can I have more disposable cards?,disposable_card_limits,33,6
Are there any places that I can't use the disposable cards at?,disposable_card_limits,62,12
At what age can a person open an account?,age_limit,41,9
How do I get a real card?,order_physical_card,25,7
Can I top-up automatically?,automatic_top_up,27,4
I do not think the pop up went through yet.,pending_top_up,43,10
Report stolen card,lost_or_stolen_card,18,3
Can you please explain why the exchange rate for the item I bought is wrong?,card_payment_wrong_exchange_rate,76,15
What limits are the to top-ups?,top_up_limits,31,6
"I lost my card and need a new one, will it cost me?",getting_spare_card,51,13
What's your refund policy if I bought an item from you?,request_refund,55,11
I'm unhappy with the exchange rate your cash transactions.,wrong_exchange_rate_for_cash_withdrawal,58,9
I made a payment that's pending. Will it go through?,pending_card_payment,52,10
Who do I talk to for transactions debited twice?,transaction_charged_twice,48,9
how come when i got cash the exchange rate was different than it should be,wrong_exchange_rate_for_cash_withdrawal,74,15
"I normally have no issues making transfers, so why am I suddenly being told it is not possible?",beneficiary_not_allowed,95,18
How can I reset my passcode?,passcode_forgotten,28,6
Why is checking my identity important?,why_verify_identity,38,6
Can I choose from either Visa or Mastercard?,visa_or_mastercard,44,8
I was trying to top up my account and it isn't working,top_up_failed,54,12
I can get my identification verified.,unable_to_verify_identity,37,6
Can i have the item refunded?,request_refund,29,6
I notice that I have a card payment that's been cancelled.,reverted_card_payment?,58,11
"I want to add money to my international card, so are there any fees charged to do this?",top_up_by_card_charge,87,18
